id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14594894,Modern and Stylish Executive Suite in Toronto!,90338073,Sabrina,,York University Heights,43.751431557677265,-79.46421370790704,Entire home/apt,98,3,39,2017-11-09,2.00,2,0
18646498,"Modern Studio Apt, Fully Private",129563431,Maxine,,York University Heights,43.74880357453221,-79.49623334178754,Entire home/apt,75,5,5,2017-08-26,0.51,1,51
23212848,"2 Bedrooms,Kitchen & Washroom near York University",170643172,Cozy Hostel,,York University Heights,43.75241264737507,-79.50346607502291,Entire home/apt,50,14,0,,,7,270
19908732,Apt near Finch West Subway / York University 漢語OK,96693289,Crystal,,York University Heights,43.75086923550661,-79.4891237379681,Entire home/apt,69,3,4,2018-02-14,0.67,3,225
14915136,Huge 1 bed 2 bath with everything you need.,93706332,Oren,,York University Heights,43.75050520280512,-79.4650556013311,Entire home/apt,120,2,11,2017-04-16,0.57,1,77
9842943,Cozy and convenient - with parking!,50683042,Margaret,,York University Heights,43.75032736719407,-79.46490840651518,Entire home/apt,70,3,1,2015-12-27,0.04,1,0
13959549,Clean and Cozy Room,20728540,Sergio & Patricia,,York University Heights,43.76305792600858,-79.49493638872728,Private room,50,2,0,,,1,177
6830631,(2) Cozy Room near York University Toronto,24346665,Shanny,,York University Heights,43.768043723875714,-79.50013465266596,Private room,40,3,11,2017-12-23,0.45,8,273
23378092,3-bdrm Condo beside Finch West Subway Station,120976303,Mohammad,,York University Heights,43.76400091057615,-79.49170977822685,Entire home/apt,130,3,3,2018-03-18,2.81,1,68
23065016,Cozy New 2 BDRM Townhouse Right Beside Subway,34016441,Trey,,York University Heights,43.7650529581498,-79.49915156642565,Entire home/apt,166,2,0,,,2,58
9052835,Furnished Apartment Toronto,47232657,S M Fawaad,,York University Heights,43.76555816688828,-79.50430042902904,Entire home/apt,45,1,0,,,1,0
10551021,2-ком. бейсмент в доме-триплексе,52718158,Виктор,,York University Heights,43.76306287047097,-79.46591433973363,Entire home/apt,79,3,2,2016-07-17,0.08,3,357
10255272,Квартира в доме-триплексе,52718158,Виктор,,York University Heights,43.76449243587347,-79.46610726580344,Entire home/apt,72,3,1,2017-05-19,0.09,3,344
6832028,(4) Cozy Room near York University Toronto,24346665,Shanny,,York University Heights,43.76906851278992,-79.49913881836751,Private room,40,3,18,2018-03-25,0.55,8,245
21694113,Home away from Home,89911713,Yvonne,,York University Heights,43.75278633420518,-79.49792008931306,Private room,50,2,0,,,1,98
6181226,"Bright Bedroom @ York University, Toronto",30753730,Jeishan,,York University Heights,43.76726900576346,-79.50090873136062,Private room,40,2,25,2018-03-01,0.70,10,135
5923285,"Snug BR @ York University, Toronto",30753730,Jeishan,,York University Heights,43.768397326811154,-79.50080737491095,Private room,40,2,16,2017-06-20,0.44,10,201
21420493,Cozy and comfortable home away from home!,148389508,Monette,,York University Heights,43.744208519795265,-79.49265556596728,Private room,24,5,5,2018-03-10,0.94,1,255
23222617,A1-Cozy Room (Finch West Subway & York University),170643172,Cozy Hostel,,York University Heights,43.75240729310147,-79.50518644614564,Private room,29,7,0,,,7,248
7906581,Bright condo by subway and major highways,41534184,Anu,,York University Heights,43.75099046086583,-79.46603696621504,Entire home/apt,100,2,12,2017-01-11,0.54,1,57
13927729,3-комнатная квартира в триплексе North York,52718158,Виктор,,York University Heights,43.76455395128993,-79.46622325626196,Entire home/apt,100,3,5,2017-08-07,0.24,3,358
23823205,126 room at York University Subway around,43488381,Runying,,York University Heights,43.76771855591484,-79.50294789506027,Private room,35,3,1,2018-03-17,1,33,364
