id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1419,Beautiful home in amazing area!,1565,Alexandra,,Little Portugal,43.64617,-79.42451,Entire home/apt,469,4,7,2017-12-04,0.16,1,0
8077,Downtown Harbourfront Private Room,22795,Kathie & Larry,,Waterfront Communities-The Island,43.64105,-79.37628,Private room,100,180,169,2013-08-27,1.45,2,0
12604,Seaton Village Parlour Bedroom,48239,Rona,,Annex,43.66724,-79.41598,Private room,67,1,0,,,1,0
23691,Queen Bedroom close to downtown,93825,Yohan & Sarah,,Briar Hill-Belgravia,43.69602,-79.45468,Private room,70,1,207,2018-12-30,1.94,2,319
26654,"World Class downtown@ CN Tower! Jays, TIFF, ACC",113345,Adela,,Waterfront Communities-The Island,43.6453,-79.3894,Entire home/apt,200,3,36,2019-02-19,0.36,7,343
27423,Executive Studio Unit- Ideal for One Person,118124,Brent,,Greenwood-Coxwell,43.6689,-79.32592,Entire home/apt,54,120,26,2011-08-30,0.24,1,0
28160,"Luxury,Safety, Affordability For Women Travellers!",86838,Rita,,Mount Pleasant West,43.7041,-79.39026,Entire home/apt,80,30,7,2018-10-17,0.17,1,297
30931,Downtown Toronto - Waterview Condo,22795,Kathie & Larry,,Waterfront Communities-The Island,43.64151,-79.37643,Entire home/apt,134,180,1,2010-08-11,0.01,2,365
40456,Entire Suite in Downtown+Parking,174063,Denis,,South Parkdale,43.63532,-79.44049,Entire home/apt,125,30,98,2018-10-28,0.94,3,0
41887,Great location,183071,Kyle,,Oakridge,43.69458,-79.28681,Entire home/apt,66,2,78,2018-11-26,2.82,2,93
43964,Bright entire 2-bedrm basement suite private entry,192364,Mitra,,Wexford/Maryvale,43.74858,-79.29111,Entire home/apt,110,2,25,2018-10-05,0.95,1,365
44452,Yonge & Bloor Studio Skyline,195095,Urbano,,Rosedale-Moore Park,43.67185,-79.38583,Entire home/apt,102,1,45,2019-01-15,0.44,12,365
44469,Yonge & Bloor 2 Bedroom Apartment,195095,Urbano,,Rosedale-Moore Park,43.67136,-79.38598,Private room,121,1,8,2017-08-27,0.09,12,340
45399,Fountain View Studio - Eaton center,195095,Urbano,,Church-Yonge Corridor,43.65972,-79.38172,Entire home/apt,110,1,65,2019-02-01,0.64,12,260
45453,Yonge & Bloor 2 Bedroom Master,195095,Urbano,,Rosedale-Moore Park,43.67191,-79.38585,Private room,99,1,9,2018-09-02,0.10,12,340
45893,Yonge & Bloor Lakeview Master BR  ,195095,Urbano,,Rosedale-Moore Park,43.67105,-79.38481,Private room,90,1,17,2018-09-23,0.17,12,364
50110,Yorkville one bedroom Condo,195095,Urbano,,Church-Yonge Corridor,43.66899,-79.38548,Entire home/apt,141,1,40,2019-01-02,0.40,12,341
51616,Large room in trendy King Street West.,237587,John,,Niagara,43.64296,-79.40451,Private room,80,1,24,2018-11-11,0.77,1,90
57483,"Amazing downtown 3 Bed 2 Bath, CN Tower, Harbour",187320,Downtown Suite Living,,Waterfront Communities-The Island,43.64214,-79.37994,Entire home/apt,177,28,0,,,15,96
63395,Spacious 2 Bedroom Downtown Condo Financial Area,187320,Downtown Suite Living,,Waterfront Communities-The Island,43.64527,-79.37615,Entire home/apt,141,60,1,2014-08-02,0.02,15,126
64003,Downtown Toronto 4BR Townhouse,312769,Jerome,,Moss Park,43.65955,-79.36701,Entire home/apt,350,3,80,2019-02-03,0.81,1,119
64641,Furnished Heritage Rooms Downtown,304551,Kintoo,,Niagara,43.6444,-79.40829,Private room,66,50,15,2017-06-30,0.15,4,340
65238,Zen South Facing Bedroom in Quiet Art-Filled Home,318911,Magali Michèle,,Palmerston-Little Italy,43.65853,-79.42709,Private room,56,2,52,2019-01-05,0.55,2,168
69464,Yonge & Bloor one bedroom Condo,195095,Urbano,,Rosedale-Moore Park,43.67094,-79.38581,Entire home/apt,145,1,37,2018-11-11,0.38,12,273
71118,Furnished Downtown Loft Suite,304551,Kintoo,,Niagara,43.64597,-79.40766,Private room,95,50,11,2018-08-18,0.12,4,310
75051,"GreatSpace,Backyard, 5min to Subway",368707,Sandra,,Dufferin Grove,43.65956,-79.43228,Entire home/apt,145,5,272,2018-08-04,2.80,1,71
84076,A short walk to TIFF,544254,Darryl,,Niagara,43.64457,-79.40451,Entire home/apt,145,3,6,2018-08-20,0.09,1,0
84151,North City View Yonge/Bloor,195095,Urbano,,Church-Yonge Corridor,43.67033,-79.38612,Entire home/apt,145,1,24,2017-07-02,0.26,12,361
89575,Private bedroom close to downtown,93825,Yohan & Sarah,,Briar Hill-Belgravia,43.69662,-79.45325,Private room,60,1,82,2018-10-21,0.92,2,350
96336,John & Bren's Queen West 3 bedroom townhouse,511506,John,,Niagara,43.64458,-79.41022,Entire home/apt,218,3,106,2019-02-26,1.62,1,185
98136,Two Bedroom House on Toronto Island,518383,Anthea,,Waterfront Communities-The Island,43.63266,-79.35616,Entire home/apt,300,2,56,2019-01-20,0.60,1,88
104096,Hip and modern family-friendly home,349172,Avery,,South Riverdale,43.66527,-79.32934,Entire home/apt,175,5,17,2017-08-12,0.18,1,182
104722,Annex apartment - with great deck!,455397,Carly,,Annex,43.67175,-79.40398,Entire home/apt,159,2,6,2018-10-08,0.14,1,0
112842,Gorgeous Condo near High Park!!,575127,Micheline,,High Park North,43.65623,-79.46667,Entire home/apt,55,120,12,2017-03-05,0.14,1,186
113175,Best luxury location in downtown Toronto!,576192,Faria,,Waterfront Communities-The Island,43.64123,-79.39339,Entire home/apt,102,5,31,2019-01-03,0.33,1,188
119441,STYLISH  LAKEVIEW APT. +PARKING,174063,Denis,,South Parkdale,43.63559,-79.44048,Entire home/apt,250,90,76,2018-09-16,0.80,3,279
122492,Sunny & Stylish Aprtmnt w easy access to dwntwn,613837,Brett,,Danforth East York,43.68872,-79.3299,Entire home/apt,79,28,94,2018-08-13,1.32,1,188
127380,"pleasant apt, centrally located",630920,Peggy,,Yonge-Eglinton,43.7037,-79.4082,Private room,60,1,121,2018-10-23,1.33,1,360
131401,WATERFRONT LUXURY SUITE - DOWNTOWN,604233,WaterfrontExecSuites,,Niagara,43.63633,-79.40076,Entire home/apt,70,180,5,2019-01-30,0.11,1,187
137099,Beautiful 3 Bedroom Home in Little Italy!,149566,Vinita + Joe,,Palmerston-Little Italy,43.65781,-79.42065,Entire home/apt,240,5,10,2017-08-12,0.11,2,0
138006,History & Style in the Heart of Toronto.,605569,Daz & Lyli,,Church-Yonge Corridor,43.65687,-79.37495,Private room,83,2,268,2019-03-04,3.47,1,26
138613,Warm Family Home Downtown Toronto,676621,Jodi,,Little Portugal,43.64776,-79.42709,Entire home/apt,179,3,5,2016-10-07,0.05,1,0
146601,Modern 1BR Downtown - Blue Jays Way,436139,Brian,,Waterfront Communities-The Island,43.64551,-79.39274,Entire home/apt,121,6,7,2015-06-28,0.08,1,66
148945,Downtown Toronto Near Lake Ontario,718884,John,,Waterfront Communities-The Island,43.64835,-79.36302,Private room,80,3,22,2018-03-31,0.24,1,280
149420,Bloor West Village 1 Bedroom ,666759,Jeannie,,High Park-Swansea,43.64618,-79.48833,Entire home/apt,80,4,29,2018-06-29,0.36,1,218
153000,"1,100SqFt. 2B+Den Spacious Green Condo",735795,Raj,,Waterfront Communities-The Island,43.64366,-79.39155,Entire home/apt,249,3,50,2018-09-28,0.54,1,126
154743,Downtown Yorkville Toronto,744412,Gloria,,Church-Yonge Corridor,43.67039,-79.38578,Entire home/apt,92,180,67,2018-02-10,0.73,1,313
166742,Private room in heart of Kensington,794394,Jesse,,Kensington-Chinatown,43.65557,-79.40019,Private room,100,1,121,2018-10-04,1.31,1,365
171318,Snowbird on the subway line,812294,Joseph,,Willowdale East,43.76329,-79.41105,Shared room,50,1,0,,,1,177
179217,Seminar room or overnight lodging,857989,Charlene,,Downsview-Roding-CFB,43.7411,-79.48616,Private room,80,2,15,2018-09-29,0.27,1,344
179578,Furnished 1+1 bed Condo Apartment,545074,Sohail,,Woburn,43.78076,-79.24788,Entire home/apt,80,2,0,,,2,0
182573,Sunlit Separate Entrance Apartment,591649,Melissa,,Humewood-Cedarvale,43.68683,-79.42274,Entire home/apt,96,90,20,2018-04-30,0.23,2,188
183522,Beaches House,880070,John,,The Beaches,43.67254,-79.30023,Entire home/apt,179,120,9,2012-07-22,0.10,1,16
184097,Brand New Condo - One Bedr +Den,206755,Amir,,Mount Pleasant West,43.69654,-79.39468,Entire home/apt,149,1,0,,,1,0
184784,2 bd Apt at Yonge & Bloor Yorkville,656777,Pere,,Church-Yonge Corridor,43.66932,-79.38525,Entire home/apt,189,90,56,2016-12-17,0.61,1,129
190670,"Designer's Home: Huge, sunny 2 bdr Roncesvalles",920827,Natalie,,High Park-Swansea,43.64558,-79.44938,Entire home/apt,155,7,20,2018-09-01,0.28,2,73
192860,"Modern, Clean & Quiet 2bd @ High Park",533496,Paul,,Junction Area,43.66597,-79.47388,Entire home/apt,115,4,101,2018-12-26,1.11,2,255
196360,Trendy King West Room Available!,519337,Karie,,South Parkdale,43.64217,-79.42848,Private room,48,29,1,2014-04-01,0.02,1,279
196584,1 Bedroom Apt on Bloor-Danforth subway line!,957466,Karen,,Oakridge,43.69447,-79.28794,Entire home/apt,75,7,12,2018-02-28,0.39,1,214
206529,Simplicity-Quiet Room in a House in the Kingsway,1015926,Grant,,Stonegate-Queensway,43.63978,-79.50473,Private room,60,1,22,2018-12-16,0.27,3,341
207206,Beautiful Newly Renovated 2BDM Home,1019538,Stefan,,Little Portugal,43.64589,-79.43464,Entire home/apt,250,4,17,2015-08-08,0.20,2,365
218804,Downtown Home Inn B&B - TULIP Room,1132399,Unal,,Church-Yonge Corridor,43.6674,-79.38083,Private room,87,2,13,2016-02-22,0.14,4,365
224775,"Location, Location downtown Toronto",1170217,Frank,,Church-Yonge Corridor,43.66168,-79.37937,Private room,84,7,19,2019-02-03,0.42,2,340
228568,BEST VIEW in the City! Luxury condo,934821,Rob,,North St.James Town,43.66771,-79.37679,Entire home/apt,401,3,55,2018-09-11,0.63,2,0
229913,Upscale 2bed Downtown Toronto-lake,1200620,Sergei,,Niagara,43.63479,-79.39957,Entire home/apt,275,5,10,2017-08-26,0.15,1,359
231530,"Lots of plants, light and records. 1 bedroom.",1210571,Jaclyn,,Dovercourt-Wallace Emerson-Junction,43.66823,-79.43594,Entire home/apt,100,2,0,,,1,179
234500,URBAN OASIS: peaceful open concept with parking,1203746,Lisa,,South Riverdale,43.65766,-79.33866,Entire home/apt,141,1,42,2019-03-03,5.16,1,105
239449,Cozy Cool Central Downtown 1 BR Apt with balcony,349772,Steven,,Annex,43.66763,-79.40683,Entire home/apt,90,28,20,2019-02-28,0.29,1,195
248933,"Bright, top floor apt for 3 adults",1304211,Nadia,,Caledonia-Fairbank,43.68203,-79.45852,Entire home/apt,56,2,83,2019-01-30,0.96,4,96
248940,Basement Apartment perfect for 3,1304211,Nadia,,Caledonia-Fairbank,43.68304,-79.45868,Entire home/apt,50,2,46,2018-12-22,0.58,4,93
260645,"Heritage  private bdrm & bath, 4",1367540,Linda,,Moss Park,43.6549,-79.37104,Private room,72,1,129,2019-02-18,1.46,11,225
261235,"Heritage private bdrm & bath, 7",1367540,Linda,,Moss Park,43.65627,-79.37116,Private room,66,1,69,2018-08-26,0.77,11,274
261539,Bachelor Pad in St. Lawrence Market,1372040,Hadi,,Moss Park,43.65096,-79.36759,Entire home/apt,102,30,101,2018-12-03,1.26,2,0
264319,  private bdrm & bath  number 2,1367540,Linda,,Moss Park,43.65551,-79.37133,Private room,66,1,92,2019-02-02,1.05,11,165
266300,FURNISHED ONE-BDRM TORONTO KING W,1396237,Jonathan,,Niagara,43.64047,-79.41491,Entire home/apt,104,30,3,2018-05-11,0.14,1,309
268403,Two bedroom apt. in lovely house,1311843,Peter,,Roncesvalles,43.64463,-79.44353,Entire home/apt,121,7,7,2018-09-07,0.16,1,218
268888,Toronto  Downtown Quiet Area,1408862,Dale,,Broadview North,43.6879,-79.35268,Private room,75,1,0,,,1,364
269017,1 private bdrm & bath,1367540,Linda,,Moss Park,43.65653,-79.37127,Private room,55,1,99,2019-01-13,1.12,11,183
269355,Elegant apartment in the heart of Toronto,1411076,Adam,,Yonge-St.Clair,43.68436,-79.40053,Entire home/apt,201,7,0,,,1,0
270330,Large Waterfront Condo Downtown,1415439,Tricia,,Waterfront Communities-The Island,43.64248,-79.37502,Entire home/apt,189,180,79,2017-09-04,0.90,3,126
272169,Luxury Condo in Downtown Toronto,1424576,Mahe,,Church-Yonge Corridor,43.66071,-79.38259,Private room,66,3,17,2018-09-18,0.20,2,16
273304,In the heart of Toronto downtown!,1409872,Ravish,,Church-Yonge Corridor,43.6605,-79.38057,Private room,178,2,0,,,1,0
273500,Beautiful Executive Victorian House,1430894,Ronen,,Palmerston-Little Italy,43.66023,-79.40935,Entire home/apt,252,2,50,2019-02-01,2.87,9,169
280249,private bdrm & bath room 3,1367540,Linda,,Moss Park,43.65831,-79.36885,Private room,75,2,135,2018-10-29,1.54,11,111
283628,Baldwin Village Downtown Apartment,1477264,Gloria,,Kensington-Chinatown,43.65481,-79.39697,Private room,135,3,16,2017-09-20,0.18,1,0
283934,Heritage House  Room 6,1367540,Linda,,Moss Park,43.65652,-79.37269,Private room,86,1,35,2015-10-28,0.40,11,285
285116,Shared 1 bedroom basement apartment,698423,Carla,,Kingsview Village-The Westway,43.69143,-79.54384,Private room,52,1,2,2018-05-27,0.09,2,88
288313,Furnished/ Private Room @North York,1499044,Gina,,Willowdale East,43.77053,-79.41101,Private room,60,2,2,2016-10-03,0.06,1,365
288341,Beautiful Victorian Home,1368256,Robert,,North St.James Town,43.67093,-79.37298,Entire home/apt,125,7,12,2018-06-23,0.18,1,365
289239,Gorgeous home with stunning views!,1270530,Stephanie,,Niagara,43.64294,-79.41038,Entire home/apt,135,14,85,2018-09-30,1.00,1,116
303646,My Neighbour's Bedroom (short-term),569339,Cara,,Kensington-Chinatown,43.65504,-79.40017,Private room,200,1,2,2014-08-03,0.03,6,365
304065,Stonehouse On Sterling-South Room.,812337,Maria,,Dufferin Grove,43.657,-79.44806,Private room,72,2,10,2018-10-20,0.13,3,365
307726,Boutique Chic at Maple Leaf Square,1108156,Karen,,Waterfront Communities-The Island,43.64222,-79.37987,Entire home/apt,95,28,49,2019-03-04,0.57,2,188
309402,"Central, beside subway, indoor pool",1591140,Christina,,Mount Pleasant East,43.70926,-79.37707,Shared room,40,1,89,2019-02-28,1.05,2,271
312035,Stonehouse On Sterling-Queen Room,812337,Maria,,Dufferin Grove,43.65674,-79.44786,Private room,90,2,22,2018-10-12,0.27,3,365
314459,Cosy room by Toronto's Danforth Ave,1615944,Julia,,Blake-Jones,43.67728,-79.33585,Private room,50,28,30,2019-01-05,0.37,1,112
314934,Stonehouse On Sterling-Garden Room,812337,Maria,,Dufferin Grove,43.657,-79.44784,Private room,84,2,23,2018-10-22,0.29,3,365
325432,"Great 'hood, no car needed, 3.5br",1664812,Mark,,High Park North,43.66205,-79.4561,Entire home/apt,260,5,0,,,1,0
327543,Large 1 Bedroom Suite Condo Waterfront + Parking,1631989,Digio,,Waterfront Communities-The Island,43.64754,-79.37527,Entire home/apt,110,4,58,2019-01-15,1.29,2,361
341933,"Bright Spacious 2Br Leslieville Home, Local Living",1390920,Sylvia,,South Riverdale,43.66712,-79.33678,Entire home/apt,179,3,125,2019-01-26,1.46,1,164
342529,Working artist's studio/home in West Queen West,1738027,Paula,,Little Portugal,43.64133,-79.42306,Entire home/apt,100,2,174,2019-03-03,2.08,1,15
349827,DOWNTOWN Private Room & Bathroom,1772659,Alcira,,Waterfront Communities-The Island,43.64895,-79.388,Private room,88,3,92,2018-12-21,1.14,4,250
358663,Private Suite 5 min. from Downtown,1815434,Paul,,Palmerston-Little Italy,43.66195,-79.41141,Entire home/apt,95,7,21,2018-11-30,0.25,2,270
361557,Stylish 2 Bdr.   Apartment /Garden +Parking,174063,Denis,,South Parkdale,43.6354,-79.43854,Entire home/apt,150,30,54,2019-01-16,0.67,3,271
361831,Townhome/Condo at The Mona Lisa,1828773,Silvana,,Willowdale East,43.77873,-79.41245,Private room,141,7,0,,,1,365
363057,Charming Century House in Beaches,1816495,Katharine,,The Beaches,43.67113,-79.29839,Entire home/apt,299,1,1,2017-07-05,0.05,3,253
365021,Fabulous Bed and Sitting Room ,1843167,Katie,,Lawrence Park South,43.71453,-79.40563,Private room,84,30,1,2012-07-27,0.01,3,90
366973,Spacious Modern Cozy King W Toronto,1015670,Grace,,Waterfront Communities-The Island,43.64341,-79.40046,Entire home/apt,190,3,9,2017-09-12,0.16,1,363
373068,The Fleetwood Rock n' Roll Life.,1876835,Sam,,South Parkdale,43.64143,-79.43131,Entire home/apt,300,2,10,2018-12-28,0.12,1,0
379133,Elegant 3 Bedroom+  Rosedale Home ,1903033,Christie,,Rosedale-Moore Park,43.67423,-79.37028,Entire home/apt,650,7,1,2013-08-02,0.01,2,0
380910,Fab 1 Bdrm Apt Close to Everything ,1910540,Les,,Danforth,43.6798,-79.34218,Entire home/apt,125,2,26,2018-09-09,0.46,1,249
382423,Private Apt. in Kensington Market!,1916855,Manja & Joanne,,Kensington-Chinatown,43.65432,-79.39847,Entire home/apt,113,1,199,2018-12-31,2.36,2,87
382960,Bachelor Suite - Financial District,1919294,Toronto Suite Rentals,,Waterfront Communities-The Island,43.64878,-79.38691,Entire home/apt,149,5,11,2019-01-31,0.15,79,39
384549,Spacious room in house downtown!,1923052,Justin,,North St.James Town,43.67144,-79.37685,Private room,66,7,0,,,1,0
390395,"SUNNY DBL CORKTOWN PRKNG, BREAKFAST, 2 BIKES INCL.",1952926,Sean,,Regent Park,43.65765,-79.36281,Private room,66,1,677,2019-03-05,8.01,1,187
396504,Modern 3 bed home w/garden in funky Queen W,1981383,Clare,,Roncesvalles,43.64283,-79.44686,Entire home/apt,300,3,9,2018-07-29,0.13,1,129
403200,Yonge & Bloor Lakview Bedroom,195095,Urbano,,Rosedale-Moore Park,43.67149,-79.38611,Private room,80,1,3,2018-08-31,0.04,12,340
406646,1BR-Close to Yonge & Eglinton 202,1854872,Raja,,Flemingdon Park,43.72029,-79.33473,Private room,40,3,25,2019-02-08,0.37,3,184
413276,"Prime downtown! full apartment, wellesley & yonge",2056128,Robert,,Bay Street Corridor,43.6642,-79.38465,Entire home/apt,209,2,60,2019-02-24,0.74,2,226
415104,Furnished Luxury Condos North York,2064477,David,,Willowdale East,43.76248,-79.40904,Entire home/apt,179,3,0,,,3,88
415110,Downtown Furnished Luxury Condo Toronto,2064477,David,,Waterfront Communities-The Island,43.64235,-79.39084,Entire home/apt,225,3,0,,,3,178
415111,Luxury Condo North York - Two Bedroom Suite,2064477,David,,Willowdale East,43.76095,-79.40969,Entire home/apt,250,3,0,,,3,89
415308,Beautiful Seaton Village Apartment-,1299598,Jill,,Annex,43.66859,-79.41411,Entire home/apt,100,3,27,2018-09-25,0.32,1,364
418791,Charming 1BD Apt Toronto West-End,2082581,Haley,,Dufferin Grove,43.65395,-79.43132,Entire home/apt,66,7,3,2013-07-08,0.04,1,0
429943,Super Studio in the Upper Beach,377846,Nick & Nena,,East End-Danforth,43.68499,-79.29131,Entire home/apt,70,2,33,2018-08-03,0.40,11,0
436403,Heritage Home Downtown Toronto,1429488,Derek,,Moss Park,43.6617,-79.37496,Entire home/apt,196,2,194,2019-02-17,2.66,3,301
440460,Bayview Woods 2+1 Bdrm luxury Condo,2188458,Elisa,,Bayview Woods-Steeles,43.79014,-79.38903,Entire home/apt,121,5,7,2014-03-10,0.08,1,249
447884,House available during TIFF,200354,Ayla,,Kensington-Chinatown,43.65646,-79.4031,Private room,200,2,1,2014-03-31,0.02,1,0
449650,A House That's Good for the Soul,1402232,Abigail,,South Parkdale,43.63927,-79.43033,Entire home/apt,249,2,187,2019-03-03,3.36,5,213
454927,Downtown Toronto private bdrm&bath,2260447,David,,Church-Yonge Corridor,43.66078,-79.38052,Private room,90,2,266,2018-12-31,3.22,1,152
455640,Charming House in Great Location ,591649,Melissa,,Humewood-Cedarvale,43.68698,-79.42234,Entire home/apt,141,30,9,2015-11-01,0.11,2,0
456371,Calming Bedroom 1 - Beaches Toronto,2268652,Julie,,Woodbine Corridor,43.67741,-79.31079,Private room,27,30,13,2018-12-02,0.23,3,189
457588,Furnished Luxury @ The Eaton Centre,1805882,Elisabeth,,Church-Yonge Corridor,43.65475,-79.37934,Private room,305,5,7,2018-06-29,0.10,3,363
460994,COMFORTABLE APARTMENT IN YORKVILE,2291374,Daniel,,Church-Yonge Corridor,43.66883,-79.38365,Entire home/apt,201,360,0,,,1,365
462366,Quaint Mid-Town Toronto Guestroom,2297131,Liz,,Brookhaven-Amesbury,43.7063,-79.48768,Private room,55,1,24,2018-10-07,0.30,1,365
464313,Private Downtown Victorian House. Fully Equipped,2307239,Harold,,Waterfront Communities-The Island,43.64428,-79.40268,Entire home/apt,189,3,49,2019-02-02,0.72,1,266
466650,Spacious Scandinavian Style Home in King West,1039434,Juli,,Waterfront Communities-The Island,43.64353,-79.40154,Entire home/apt,165,28,46,2019-02-09,0.58,3,172
471924,Downtown Private Bedroom&Bathroom.,2330034,Klemens,,Bay Street Corridor,43.65562,-79.38794,Private room,95,2,188,2017-03-24,2.29,1,340
473827,Designer-inspired Toronto living.,2349264,George / John,,Oakwood Village,43.68767,-79.44004,Entire home/apt,108,28,97,2018-11-09,1.20,1,310
492082,"Downtown Home INN, B&B - Iris room ",1132399,Unal,,Church-Yonge Corridor,43.66736,-79.38013,Shared room,68,3,1,2013-12-02,0.02,4,365
493281,Prestigious Wychwood Park Studio CA,2432916,Denise,,Wychwood,43.67775,-79.42171,Private room,75,3,0,,,1,279
495303,Your Home In Toronto,1241161,Danny,,Dovercourt-Wallace Emerson-Junction,43.66444,-79.42534,Entire home/apt,115,3,103,2018-09-30,1.31,2,162
495965,	 Fully furnished lower penthouse,2449438,Greg,,Niagara,43.64278,-79.41018,Entire home/apt,70,360,0,,,1,365
499590,Families with Small Kids Welcome,1615266,Lewelyn,,Parkwoods-Donalda,43.75809,-79.31778,Entire home/apt,200,120,1,2012-07-16,0.01,2,275
506381,"Private+Spacious,Balcony +Location+Bike!",1299496,Alana,,Annex,43.66697,-79.40509,Entire home/apt,75,3,8,2017-05-16,0.10,1,0
509575,Mina's Guest House - Room  # 2,2511000,Arya,,Moss Park,43.65751,-79.37178,Private room,80,3,5,2018-11-19,0.06,15,68
511141,Victorian Charmer in W Queen West,2518222,Katie & Philippe,,Little Portugal,43.64887,-79.43202,Entire home/apt,208,2,91,2019-02-18,1.12,3,73
511463, gorgeous light- filled loft avail!,211533,Sasha,,Dovercourt-Wallace Emerson-Junction,43.66021,-79.43757,Entire home/apt,150,2,6,2016-08-28,0.09,1,0
516823,Cozy + Clean Studio in the Junction,533496,Paul,,Junction Area,43.66585,-79.47556,Entire home/apt,78,5,156,2019-01-09,1.91,2,331
517709,Bright House with Vegetable Garden,2549053,Nathalie,,Trinity-Bellwoods,43.65264,-79.411,Entire home/apt,225,2,76,2018-08-16,0.97,1,0
519845,A Calm and Cozy Abode,1615266,Lewelyn,,Parkwoods-Donalda,43.75864,-79.31797,Entire home/apt,52,4,33,2019-01-26,0.42,2,275
525387,Stunning Photogenic Artist's Loft,1559845,Safiya,,Dovercourt-Wallace Emerson-Junction,43.65875,-79.44551,Entire home/apt,135,1,57,2019-01-02,0.70,1,65
526594,Small Dog friendly Apt Garden Free Parking,2588098,Reiner,,Willowdale East,43.76542,-79.40359,Entire home/apt,67,28,6,2014-12-01,0.07,1,180
526705,High-Tech Authentic Art Loft in Queen West,1698603,Kyle,,Roncesvalles,43.64279,-79.43347,Entire home/apt,139,2,42,2018-12-29,0.52,2,87
529089,Tryna get lit?,2577688,Cameron,,Niagara,43.64262,-79.40315,Shared room,66,1,0,,,1,0
529189,"Historical, distinctive, and hip",2597290,Caroline,,Trinity-Bellwoods,43.65248,-79.40885,Private room,55,3,136,2018-12-31,1.68,4,348
529227,Little Italy-4 bedroom house,2600229,Orsolya,,Palmerston-Little Italy,43.65899,-79.42474,Entire home/apt,295,7,18,2018-08-19,0.22,1,343
529256,Room in amazing retro modern space ,2597290,Caroline,,Trinity-Bellwoods,43.65038,-79.41019,Private room,55,3,96,2018-12-25,1.17,4,338
533659,Best View in Downtown 5 Star Luxury,1019968,Roman,,Waterfront Communities-The Island,43.63931,-79.38174,Entire home/apt,220,28,131,2018-11-30,1.61,3,68
534962,Mina's Guest House Room #1 (1 x Queen Bed + Futon),2511000,Arya,,Moss Park,43.66002,-79.37217,Private room,80,3,5,2017-05-08,0.07,15,84
535006,Mina's Guest House Room #3 (1 x Queen Bed + Futon),2511000,Arya,,Moss Park,43.65931,-79.37258,Private room,59,3,7,2019-01-03,0.09,15,67
535025,Toronto Mina's Guest House room #6,2511000,Arya,,Moss Park,43.66015,-79.37206,Private room,55,3,21,2019-01-03,0.29,15,23
535079,Mina's Guest House - Room  #7,2511000,Arya,,Moss Park,43.65852,-79.37165,Private room,66,3,3,2018-11-22,0.04,15,115
535086,Toronto Mina's Guest House -Room 8,2511000,Arya,,Moss Park,43.65796,-79.37146,Private room,66,3,12,2018-10-22,0.17,15,145
535110,Toronto Mina's Guest House-Room # 9,2511000,Arya,,Moss Park,43.65823,-79.37213,Private room,55,3,13,2017-02-25,0.16,15,99
535124,Mina's Guest House-double room #10,2511000,Arya,,Moss Park,43.66004,-79.37175,Private room,55,3,5,2018-11-21,0.06,15,90
537679,NIce room with private bathroom ,2586974,Yin,,Mimico (includes Humber Bay Shores),43.62575,-79.48815,Private room,200,7,0,,,1,365
543242,"Little Portugal, Lovely Room!",436011,Mallory And Allen,,Little Portugal,43.65007,-79.42561,Private room,70,2,171,2019-02-25,2.19,1,340
543810,Spacious 1+1 Condo Downtown Toronto,2671905,R.,,Waterfront Communities-The Island,43.64147,-79.39269,Entire home/apt,200,3,11,2015-08-16,0.16,1,0
547777,A Beautiful Funky Toronto Apartment,2692759,Ayelet And Sean,,Palmerston-Little Italy,43.66101,-79.42695,Entire home/apt,90,2,3,2017-10-17,0.04,1,0
553788,Shuter house  room5,1367540,Linda,,Moss Park,43.6567,-79.37324,Private room,59,1,49,2019-02-04,0.60,11,142
553892,Large downtown room with great view,2597290,Caroline,,Trinity-Bellwoods,43.65239,-79.40902,Private room,52,3,167,2018-11-19,2.06,4,352
563542,Bright Large 2 Bedroom Central,227740,Bojan,,Palmerston-Little Italy,43.65707,-79.41011,Entire home/apt,99,3,1,2013-08-20,0.01,1,0
564302,"Big, Quiet Kensington Market Room",2774870,Venetia,,Kensington-Chinatown,43.65496,-79.40233,Private room,42,1,99,2018-09-08,2.17,1,0
571239,Beautiful Family Home in the City,2811178,David,,Greenwood-Coxwell,43.68181,-79.32462,Entire home/apt,250,3,25,2018-10-04,0.32,2,365
571391,Art Deco  -Heart of Toronto - sports & concerts,2695340,Lesli,,Bay Street Corridor,43.66525,-79.38752,Entire home/apt,121,2,34,2019-03-03,0.47,1,300
571429,Chic Upper Beach 3 Bedroom Beauty,377846,Nick & Nena,,East End-Danforth,43.68617,-79.29311,Entire home/apt,119,3,27,2018-10-04,0.35,11,291
573489,Kid friendly neighbourhood. ,2821694,B,,Wychwood,43.67673,-79.42318,Entire home/apt,350,5,0,,,1,0
573892,DOWNTOWN TORONTO LUXURY FURNISHED CORPORATE SUITE,2175675,Frank,,Waterfront Communities-The Island,43.64317,-79.38044,Entire home/apt,169,1,66,2019-03-05,0.83,4,279
579918,Luxury Queen West Private Loft,1160065,Vee,,Niagara,43.63803,-79.41904,Entire home/apt,130,3,12,2018-09-22,0.15,1,5
