id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4745393,"Cosy Room in the Annex, Downtown TO",24492620,Krishna,,University,43.66384275030136,-79.4094867003946,Private room,90,1,0,,,1,0
4746812,A Great Space in Toronto,24499668,Jamie,,Humewood-Cedarvale,43.69461021169682,-79.42448180742463,Entire home/apt,199,3,0,,,1,0
4747093,"Light and Airy, Clean Uptown Room",2226351,Simona,,York University Heights,43.75131011828878,-79.46336043886515,Private room,40,2,0,,,1,0
4750234,Lovely 2 Bedroom Home West End,6707054,Tiffany & Martin,,Runnymede-Bloor West Village,43.665109352669255,-79.49376689330803,Entire home/apt,100,2,2,2016-10-10,0.06,1,0
4751276,Spacious 1 Bedroom Suite in Downtown Toronto,24519005,Zoheir,,Waterfront Communities-The Island,43.644747572844906,-79.38933185136308,Entire home/apt,209,5,34,2018-05-07,1.19,6,305
4751897,Quiet & Cozy 1 Bedroom Walk Out Basement on Subway,13875775,Gretchen,,Dufferin Grove,43.6569872467876,-79.43985971851714,Entire home/apt,114,2,6,2018-05-28,0.24,1,0
4757091,2-BDRM/2-Floor Little-Italy Gem,567306,Josh & Jenn,,Palmerston-Little Italy,43.656263395097604,-79.41774917957893,Entire home/apt,150,2,13,2016-12-28,0.30,1,0
4757621,Downtown 1 Bed + Spacious Den & Union,187320,Downtown Suite Living,,Waterfront Communities-The Island,43.64407926644095,-79.38166606149264,Entire home/apt,127,29,1,2016-10-28,0.05,15,131
4762494,"Very clean, private apt steps to Main St TTC Stn",24075151,Joanna & John,,Woodbine-Lumsden,43.691675843880255,-79.30469679855821,Entire home/apt,85,2,71,2018-08-06,1.62,1,127
4766996,Private cozy room in quiet home,24593822,Nidhi,,High Park-Swansea,43.6530549320091,-79.4522531603978,Private room,62,2,9,2018-06-11,0.23,3,40
4772897,French Provincial Room in Open Home,4468277,Suu-Ann,,South Riverdale,43.664656590867786,-79.33206308753824,Private room,47,5,26,2018-07-21,1.13,3,28
4773129,Large bright bedroom room,24258722,Carole,,Parkwoods-Donalda,43.761583513143655,-79.32720078302421,Private room,87,2,0,,,1,365
4776699,"Toronto, on the water",24634691,Eileen,,New Toronto,43.59821977882513,-79.50086121643001,Private room,176,1,0,,,1,365
4777428,Luxurious Lakeside 1Bedroom Condo,24408091,Luca,,Niagara,43.636739837813465,-79.40345914577603,Entire home/apt,86,90,9,2015-02-25,0.20,1,0
4777728,King & Spadina Loft Downtown Toront,9325230,Thilani,,Waterfront Communities-The Island,43.64508575797026,-79.39660350598292,Entire home/apt,141,2,14,2016-05-03,0.32,1,0
4779349,Entertainment District With Views,21579044,Sunil,,Waterfront Communities-The Island,43.64696897532506,-79.38945168354162,Entire home/apt,329,8,37,2018-06-03,0.88,1,320
4779505,Beach Retreat in the City,8510734,Patricia,,The Beaches,43.676114814925775,-79.30404508265656,Entire home/apt,129,7,27,2017-08-26,0.62,1,36
4781302,Stunning 1 bedr + Den in Yorkville,24653719,Alanna,,Church-Yonge Corridor,43.66884357965573,-79.38436297983726,Private room,170,1,0,,,1,0
4785648,1 bedroom Harbourfront condo - downtown Toronto!,24671022,Wendy,,Waterfront Communities-The Island,43.63874359794263,-79.38298032734629,Entire home/apt,135,30,3,2017-07-28,0.16,1,129
4786686,Hip King St W Condo,19833684,Lee,,Niagara,43.6418671382644,-79.41436344903764,Entire home/apt,165,2,3,2018-07-07,0.07,1,0
4791202,Gorgeous home 3-Bedroom sleeps 6,12383025,Sinara,,Corso Italia-Davenport,43.67821238720747,-79.4428895039169,Entire home/apt,250,4,8,2018-06-16,0.21,3,8
4791619,Be at home in the heart of the city,24500536,Amanda,,Annex,43.66848732530043,-79.39735077233424,Entire home/apt,152,2,52,2018-07-20,1.32,2,342
4794399,L1 - HOME AWAY FROM HOME,13171467,Nila,,Oakwood Village,43.692496734599516,-79.4427395395829,Private room,27,3,38,2018-07-28,1.17,4,12
4802235,Luxury Apartment near C&N Tower,4032576,Whitehall,,Waterfront Communities-The Island,43.645060356371346,-79.38859225364612,Entire home/apt,129,7,9,2018-06-28,0.23,10,337
4803431,1BR Suite in Entertainment District Toronto,4124418,Delnaz,,Waterfront Communities-The Island,43.639358425752285,-79.39962492167643,Entire home/apt,209,4,1,2018-03-23,0.22,28,280
4806934,Unique House in trendy Parkdale,946528,Shayda,,South Parkdale,43.63974162655862,-79.4295601625001,Entire home/apt,301,1,20,2016-08-08,0.46,1,0
4808096,one bed room Apartment 1,1367540,Linda,,Moss Park,43.65696240287693,-79.37113078464276,Entire home/apt,100,1,17,2018-06-13,0.70,9,323
4808125,Shuter house 8,1367540,Linda,,Moss Park,43.65620329163397,-79.37329623611049,Private room,49,1,81,2018-08-01,1.85,9,262
4808701,Explore the City Centre from Condo with Views,19578117,Robert,,Waterfront Communities-The Island,43.64355259289351,-79.38936292996665,Entire home/apt,297,4,25,2018-08-05,0.86,1,295
4810306,Full Basement,24759793,Lorraine,,Woodbine-Lumsden,43.69180190108646,-79.30915688821106,Entire home/apt,60,2,42,2018-07-15,0.99,1,64
4814367,30 seconds from Union Station!,13702471,Joshua,,Waterfront Communities-The Island,43.64239304831923,-79.37990624882364,Entire home/apt,90,7,4,2018-06-08,0.18,1,0
